source,target,bigram_weight,similarity_weight,total_weight,edge_type
si-ia-a-an-ku-uk-me,te-ip-ta,0.15,0,0.15,bigram
da-ah,si-ia-a-an-ku-uk-me,0.15,0,0.15,bigram
(d)in-šu-uš-na-ak,da-ah,0.15,0,0.15,bigram
(d)in-šu-uš-na-ak,i,0.15,0,0.15,bigram
du-ni-ih,i,0.15,0,0.15,bigram
du-ni-ih,su-un-ki-me,0.15,0,0.15,bigram
ki-it-ti-im-ma,su-un-ki-me,0.15,0,0.15,bigram
ki-it-ti-im-ma,te-im-ma,0.15,0,0.15,bigram
te-im-ma,tu4-ur,0.15,0,0.15,bigram
hi-ih,si-di-im-ma,0.15,0,0.15,bigram
si-di-im-ma,un,0.15,0,0.15,bigram
du-ni-iš,un,0.15,0,0.15,bigram
du-ni-iš,šu-ut-me,0.15,0,0.15,bigram
ša-at-me,šu-ut-me,0.15,0,0.15,bigram
ki-it-ti-in,ša-at-me,0.15,0,0.15,bigram
ki-it-ti-in,me-lu-uk-ma,0.15,0,0.15,bigram
me-lu-uk-ma,te-im-ma,0.15,0,0.15,bigram
gi-ri-na,te-im-ma,0.15,0,0.15,bigram
gi-ri-na,hu-un-hi-ih-na,0.15,0,0.15,bigram
dingir-gal,šu-šu-un-ka,0.15,0,0.15,bigram
(d)in-šu-ši-na-ak,un,0.15,0,0.15,bigram
ha-ni-ih-ši,un,0.15,0,0.15,bigram
[ta]š?-šu?-up,ha-ni-ih-ši,0.15,0,0.15,bigram
[ta]š?-šu?-up,dur-na-ah-u2-te-{na}?,0.15,0,0.15,bigram
dur-na-ah-u2-te-{na}?,mu-ur-ta-an,0.15,0,0.15,bigram
ku-[ku]-un-nu-um,mu-ur-ta-an,0.15,0,0.15,bigram
ku-[ku]-un-nu-um,lu-lu-uh-šu,0.15,0,0.15,bigram
a-ak,lu-lu-uh-šu,0.15,0,0.15,bigram
a-ak,ša-am?-me-eh-ši,0.15,0,0.15,bigram
{ku}?-nu-um,ša-am?-me-eh-ši,0.15,0,0.15,bigram
du-uh,{ku}?-nu-um,0.15,0,0.15,bigram
a-ak,du-uh,0.15,0,0.15,bigram
a-ak,{uk-ku}-me,0.15,0,0.15,bigram
en,{uk-ku}-me,0.15,0,0.15,bigram
en,zu-uk-ka-an-ka,0.15,0,0.15,bigram
hu-[ut]-tak-ha-li-ik,zu-uk-ka-an-ka,0.15,0,0.15,bigram
hu-[ut]-tak-ha-li-ik,u2-me,0.15,0,0.15,bigram
li-na,nu-mu-un,0.15,0,0.15,bigram
nu-mu-un,te-la-ak-ni,0.15,0,0.15,bigram
an-[za-an],su-un-ki-ik,0.15,0,0.15,bigram
an-[za-an],šu-šu-un-ka,0.15,0,0.15,bigram
u2-me,šu-ul-lu-me-en-ka,0.15,0,0.15,bigram
az-ki-it,šu-ul-lu-me-en-ka,0.15,0,0.15,bigram
[in-gi,za-ah-ri,0.15,0,0.15,bigram
[in-gi,hi-e]n-ka,0.15,0,0.15,bigram
hi-e]n-ka,in-ti-ik-ka,0.15,0,0.15,bigram
(d)u2-pur-ku-pa-ak,si-ia-an,0.15,0,0.15,bigram
(d)ha-te-ri-iš-nu-me,a-gi,0.15,0,0.15,bigram
(d)ha-te-ri-iš-nu-me,u2-pa-at,0.15,0,0.15,bigram
hu-si-ip-me,u2-pa-at,0.15,0,0.15,bigram
hu-si-ip-me,ka?-ap-na-ak,0.15,0,0.15,bigram
ka?-ap-na-ak,ku-ši-ih,0.15,0,0.15,bigram
(d)u2-pur-ku-pa-ak,ku-ši-ih,0.15,0,0.15,bigram
(d)ha-te-ri-iš-nu,a-gi,0.15,0,0.15,bigram
(d)ha-te-ri-iš-nu,[…],0.15,0,0.15,bigram
[…],ka?-ap-na-ak,0.15,0,0.15,bigram
ka?-ap-na-ak,si-ia-an,0.15,0,0.15,bigram
pa-at-tah,si-ia-an,0.15,0,0.15,bigram
[…],pa-at-tah,0.15,0,0.15,bigram
[pi-el],[…],0.15,0,0.15,bigram
[pi-el],ki-it-ti-[im-ma],0.15,0,0.15,bigram
ki-it-ti-[im-ma],na-a,0.15,0,0.15,bigram
me-[lu]-uk-ra,na-a,0.15,0,0.15,bigram
hu-ut-ta-ak,me-[lu]-uk-ra,0.15,0,0.15,bigram
(d)ha-te-ri-iš-[…],(d)u2-pur-ku-pa-ak,0.15,0,0.15,bigram
(d)ha-te-ri-iš-[…],li-ik-ri,0.15,0,0.15,bigram
a-ah?,li-ik-ri,0.15,0,0.15,bigram
a-ah?,du-uh?,0.15,0,0.15,bigram
du-uh?,u2,0.15,0,0.15,bigram
sig-ra-tu4,u2,0.15,0,0.15,bigram
ki-ik-ki-[…],sig-ra-tu4,0.15,0,0.15,bigram
(d)u2-pur-ku-ba-ak,šu-šu-un-ka,0.15,0,0.15,bigram
(d)u2-pur-ku-ba-ak,ku-ul-la-an-ka,0.15,0,0.15,bigram
ha-ah-ni-in-ra,ku-ul-la-an-ka,0.15,0,0.15,bigram
ha-ah-ni-in-ra,tu4-ru-un-ka,0.15,0,0.15,bigram
hu-ut-ta-an-ra,si-ia-an,0.15,0,0.15,bigram
(d)u2-pur-ku-ba-ak,ku-ši-ih,0.15,0,0.15,bigram
(d)u2-pur-ku-ba-ak,ir,0.15,0,0.15,bigram
mu-ur-tah,si-ia-an-ra,0.15,0,0.15,bigram
hu-ut-ta-ak,mu-ur-tah,0.15,0,0.15,bigram
(d)u2-pur-ku-ba-ak,u2-me,0.15,0,0.15,bigram
(d)u2-pur-ku-ba-ak,ul-li-na,0.15,0,0.15,bigram
(d)in-šu-ši-na-ak,(d)ma-áš-ti,0.15,0,0.15,bigram
(d)ma-áš-ti,a-ak,0.15,0,0.15,bigram
(d)te-ip-ti,a-ak,0.15,0,0.15,bigram
(d)te-ip-ti,si-it-tan-me,0.15,0,0.15,bigram
mu-uh-du-uh-me,si-it-tan-me,0.15,0,0.15,bigram
ku-ši-ih,mu-uh-du-uh-me,0.15,0,0.15,bigram
ku-ši-ih,šu-up,0.15,0,0.15,bigram
a-pi-me,šu-up,0.15,0,0.15,bigram
a-ak,a-pi-me,0.15,0,0.15,bigram
a-ak,li-ki-ir,0.15,0,0.15,bigram
a-pi-te,li-ki-ir,0.15,0,0.15,bigram
a-pi-te,pi-ip-ši-it-te,0.15,0,0.15,bigram
hu-ut-tah,pi-ip-ši-it-te,0.15,0,0.15,bigram
hu-ut-tah,šu-ut-ku-me,0.15,0,0.15,bigram
ša-at-ki-me,šu-ut-ku-me,0.15,0,0.15,bigram
a-ak,ša-at-ki-me,0.15,0,0.15,bigram
a-ak,tu4-ur-hi-ih,0.15,0,0.15,bigram
si-it-me,tu4-ur-hi-ih,0.15,0,0.15,bigram
si-it-me,un,0.15,0,0.15,bigram
du-ni-ih-ši-ni-e,un,0.15,0,0.15,bigram
(f)na-pir2-a-su,u2,0.15,0,0.15,bigram
(f)na-pir2-a-su,ru-tu4,0.15,0,0.15,bigram
(m)un-taš-dingir-gal-ki,u2,0.15,0,0.15,bigram
(f)na-pír-a-su,u2,0.15,0,0.15,bigram
(f)na-pír-a-su,ru-tu4,0.15,0,0.15,bigram
(m)un-taš-dingir-gal-ki,ak-ka,0.15,0,0.15,bigram
ak-ka,sa-al-mu-um,0.15,0,0.15,bigram
sa-al-mu-um,u2-me,0.15,0,0.15,bigram
hu-ma-an-ra,u2-me,0.15,0,0.15,bigram
ak-ka,hu-ma-an-ra,0.15,0,0.15,bigram
ak-ka,tu4-up-pi-me,0.15,0,0.15,bigram
me-el-ka-an-ra,tu4-up-pi-me,0.15,0,0.15,bigram
ak-ka,hi-iš,0.15,0,0.15,bigram
hi-iš,u2-me,0.15,0,0.15,bigram
su-ku-un-ra,u2-me,0.15,0,0.15,bigram
ha-<at>,su-ku-un-ra,0.15,0,0.15,bigram
dingir-gal,ha-<at>,0.15,0,0.15,bigram
(d)ki-ri-ri-ša,dingir-gal,0.15,0,0.15,bigram
(d)in-šu-uš-na-ak-ri,(d)ki-ri-ri-ša,0.15,0,0.15,bigram
(d)in-šu-uš-na-ak-ri,uk-ku-ri,0.15,0,0.15,bigram
na-ah-hu-un-te-ir,ta-ak-ni,0.15,0,0.15,bigram
na-ah-hu-un-te-ir,ša-ra-ra,0.15,0,0.15,bigram
hi-iš,ša-ra-ra,0.15,0,0.15,bigram
a-ni,hi-iš,0.15,0,0.15,bigram
a-ni,pi-li-in,0.15,0,0.15,bigram
pa-ar,pi-li-in,0.15,0,0.15,bigram
hi-ih,ku-tu4-un,0.15,0,0.15,bigram
(d)pi-el-ti-ya,hi-ih,0.15,0,0.15,bigram
(d)pi-el-ti-ya,na-pir2-ri-ša-ar-ra-pi,0.15,0,0.15,bigram
na-pir2-ri-ša-ar-ra-pi,uk-ku-pi,0.15,0,0.15,bigram
ip,uk-ku-pi,0.15,0,0.15,bigram
ip,me-it-ki-ni,0.15,0,0.15,bigram
